"Date","Price","Open","High","Low","Vol","Change"
"0ay 28, 2020","9,572.2","9,199.8","9,610.8","9,119.2","948.860","4.06%"
"0ay 27, 2020","9,199.1","8,842.3","9,210.9","8,818.6","810.890","4.03%"
"0ay 26, 2020","8,842.5","8,897.7","8,994.6","8,713.9","784.920","-0.63%"
"0ay 25, 2020","8,898.2","8,728.0","8,959.5","8,666.1","941.890","1.95%"
"0ay 24, 2020","8,728.2","9,177.9","9,292.0","8,724.1","1.110","-4.89%"
"0ay 23, 2020","9,177.0","9,169.8","9,303.2","9,098.9","812.560","0.08%"
"0ay 22, 2020","9,169.7","9,058.2","9,253.5","8,952.1","914.590","1.22%"
"0ay 21, 2020","9,059.0","9,511.6","9,567.1","8,833.6","1.410","-4.76%"
"0ay 20, 2020","9,512.3","9,773.0","9,829.3","9,368.4","1.150","-2.67%"
"0ay 19, 2020","9,773.3","9,730.8","9,883.9","9,498.7","1.160","0.44%"
"0ay 18, 2020","9,730.7","9,678.4","9,930.2","9,524.4","1.180","0.55%"
"0ay 17, 2020","9,677.7","9,376.6","9,866.0","9,327.8","1.180","3.18%"
"0ay 16, 2020","9,379.5","9,318.1","9,579.0","9,233.0","1.100","0.66%"
"0ay 15, 2020","9,318.0","9,778.6","9,819.6","9,223.2","1.560","-4.71%"
"0ay 14, 2020","9,778.4","9,298.7","9,887.5","9,265.8","1.770","5.16%"
"0ay 13, 2020","9,298.7","8,813.9","9,384.6","8,799.1","1.500","5.50%"
"0ay 12, 2020","8,813.8","8,569.8","8,964.5","8,542.8","1.350","2.73%"
"0ay 11, 2020","8,579.8","8,737.6","9,129.6","8,235.6","2.290","-1.82%"
"0ay 10, 2020","8,738.8","9,553.9","9,569.4","8,259.3","2.470","-8.54%"
"0ay 09, 2020","9,554.6","9,806.0","9,910.5","9,533.6","1.490","-2.57%"
"0ay 08, 2020","9,806.2","9,980.1","10,018.2","9,731.4","1.420","-1.74%"
"0ay 07, 2020","9,979.8","9,152.7","10,033.0","9,064.8","1.910","9.05%"
"0ay 06, 2020","9,151.4","9,000.6","9,373.7","8,923.6","1.620","1.67%"
"0ay 05, 2020","9,001.0","8,874.2","9,078.7","8,800.4","1.050","1.42%"
"0ay 04, 2020","8,874.7","8,885.5","8,945.5","8,553.2","1.120","-0.12%"
"0ay 03, 2020","8,885.5","8,966.2","9,169.9","8,742.2","1.150","-0.90%"
"0ay 02, 2020","8,966.3","8,821.6","8,986.2","8,771.3","890.340","1.64%"
"0ay 01, 2020","8,821.6","8,628.6","9,040.3","8,621.0","1.110","2.23%"
"Apr 30, 2020","8,629.0","8,770.6","9,437.5","8,425.5","2.040","-1.62%"
"Apr 29, 2020","8,770.9","7,746.7","8,918.5","7,729.7","1.830","13.22%"
"Apr 28, 2020","7,746.9","7,766.0","7,770.1","7,655.3","808.090","-0.25%"
"Apr 27, 2020","7,766.0","7,679.4","7,768.5","7,637.7","980.500","1.13%"
"Apr 26, 2020","7,678.9","7,540.4","7,679.4","7,520.5","921.590","1.84%"
"Apr 25, 2020","7,540.4","7,503.9","7,684.6","7,451.0","861.930","0.49%"
"Apr 24, 2020","7,503.8","7,491.3","7,583.5","7,423.5","951.950","0.20%"
"Apr 23, 2020","7,488.5","7,112.8","7,655.4","7,036.5","1.340","5.28%"
"Apr 22, 2020","7,112.9","6,842.5","7,137.4","6,821.8","914.180","3.95%"
"Apr 21, 2020","6,842.5","6,833.4","6,919.3","6,774.3","892.570","0.13%"
"Apr 20, 2020","6,833.5","7,122.9","7,207.5","6,771.2","1.260","-4.06%"
"Apr 19, 2020","7,122.9","7,230.9","7,238.0","7,079.1","5.930","-1.49%"
"Apr 18, 2020","7,230.8","7,035.9","7,259.4","7,031.5","796.450","2.77%"
"Apr 17, 2020","7,035.8","7,085.5","7,142.8","7,005.8","810.100","-0.70%"
"Apr 16, 2020","7,085.6","6,629.1","7,159.7","6,520.5","1.540","6.89%"
"Apr 15, 2020","6,629.1","6,851.3","6,929.5","6,615.9","1.000","-3.24%"
"Apr 14, 2020","6,850.9","6,841.8","6,970.8","6,768.6","999.530","0.14%"
"Apr 13, 2020","6,841.3","6,918.1","6,920.3","6,618.5","1.250","-1.10%"
"Apr 12, 2020","6,917.6","6,867.9","7,158.8","6,785.1","1.100","0.73%"
"Apr 11, 2020","6,867.8","6,862.7","6,931.4","6,765.1","845.580","0.07%"
"Apr 10, 2020","6,863.1","7,289.0","7,294.4","6,756.1","1.370","-5.84%"
"Apr 09, 2020","7,289.0","7,361.1","7,361.1","7,140.3","963.550","-0.98%"
"Apr 08, 2020","7,361.2","7,185.6","7,396.1","7,153.1","983.940","2.45%"
"Apr 07, 2020","7,185.2","7,332.3","7,440.3","7,101.7","1.320","-2.01%"
"Apr 06, 2020","7,332.3","6,772.8","7,335.0","6,770.1","1.530","8.26%"
"Apr 05, 2020","6,772.7","6,857.5","6,889.4","6,686.0","842.330","-1.23%"
"Apr 04, 2020","6,857.4","6,735.9","6,958.6","6,679.1","1.050","1.80%"
"Apr 03, 2020","6,735.9","6,799.9","7,026.3","6,623.6","1.350","-0.95%"
"Apr 02, 2020","6,800.5","6,638.8","7,182.7","6,567.9","1.740","2.44%"
"Apr 01, 2020","6,638.5","6,412.4","6,661.3","6,157.4","1.400","3.52%"
"0ar 31, 2020","6,412.5","6,391.1","6,513.1","6,346.3","1.050","0.34%"
"0ar 30, 2020","6,391.0","5,890.4","6,576.5","5,872.5","1.430","8.50%"
"0ar 29, 2020","5,890.4","6,233.2","6,258.8","5,889.3","916.170","-5.51%"
"0ar 28, 2020","6,233.7","6,373.4","6,374.3","6,046.5","1.260","-2.19%"
"0ar 27, 2020","6,373.4","6,725.5","6,813.7","6,322.3","1.160","-5.23%"
"0ar 26, 2020","6,725.1","6,677.9","6,772.9","6,541.7","1.180","0.69%"
"0ar 25, 2020","6,678.9","6,744.8","6,930.2","6,474.6","1.520","-0.97%"
"0ar 24, 2020","6,744.6","6,468.8","6,814.2","6,380.8","1.730","4.26%"
"0ar 23, 2020","6,468.9","5,822.0","6,564.7","5,710.8","1.880","11.11%"
"0ar 22, 2020","5,822.1","6,186.9","6,394.4","5,771.2","1.480","-5.89%"
"0ar 21, 2020","6,186.2","6,205.6","6,438.3","5,887.0","1.640","-0.31%"
"0ar 20, 2020","6,205.3","6,171.6","6,858.1","5,748.2","2.220","0.54%"
"0ar 19, 2020","6,172.0","5,359.2","6,379.5","5,256.0","2.180","15.12%"
"0ar 18, 2020","5,361.4","5,260.7","5,373.1","5,020.9","1.800","1.91%"
"0ar 17, 2020","5,261.1","5,030.2","5,432.8","4,946.5","1.890","4.59%"
"0ar 16, 2020","5,030.0","5,366.4","5,369.3","4,477.7","2.550","-6.27%"
"0ar 15, 2020","5,366.3","5,182.9","5,863.3","5,120.6","1.610","3.54%"
"0ar 14, 2020","5,182.7","5,589.4","5,634.9","5,072.2","1.690","-7.19%"
"0ar 13, 2020","5,584.3","4,815.2","5,934.3","3,869.5","4.170","15.71%"
"0ar 12, 2020","4,826.0","7,935.2","7,963.1","4,546.6","3.220","-39.18%"
"0ar 11, 2020","7,935.1","7,892.1","7,976.5","7,606.0","1.100","0.56%"
"0ar 10, 2020","7,891.2","7,933.0","8,145.5","7,740.2","1.200","-0.53%"
"0ar 09, 2020","7,933.0","8,035.8","8,158.8","7,648.7","1.540","-1.26%"
"0ar 08, 2020","8,034.1","8,887.8","8,888.0","8,015.3","1.110","-9.61%"
"0ar 07, 2020","8,887.8","9,134.2","9,180.8","8,848.7","750.650","-2.70%"
"0ar 06, 2020","9,134.8","9,060.6","9,165.2","9,004.9","1.040","0.82%"
"0ar 05, 2020","9,060.3","8,757.9","9,147.3","8,751.5","950.760","3.45%"
"0ar 04, 2020","8,757.9","8,761.3","8,840.3","8,679.7","759.690","-0.04%"
"0ar 03, 2020","8,761.4","8,906.1","8,911.7","8,669.3","1.010","-1.61%"
"0ar 02, 2020","8,904.8","8,537.5","8,961.8","8,503.1","1.020","4.27%"
"0ar 01, 2020","8,540.0","8,543.8","8,737.2","8,437.2","784.050","-0.04%"
"Feb 29, 2020","8,543.7","8,697.1","8,793.7","8,539.8","683.440","-1.77%"
"Feb 28, 2020","8,697.5","8,820.1","8,898.7","8,451.9","1.080","-1.37%"
"Feb 27, 2020","8,818.6","8,800.1","8,968.3","8,538.5","1.130","0.21%"
"Feb 26, 2020","8,800.3","9,317.1","9,368.1","8,672.0","1.320","-5.55%"
"Feb 25, 2020","9,317.2","9,662.6","9,672.3","9,269.8","937.970","-3.57%"
"Feb 24, 2020","9,662.7","9,943.2","9,981.0","9,507.0","980.000","-2.82%"
"Feb 23, 2020","9,942.7","9,655.6","9,965.6","9,653.4","775.880","2.97%"
"Feb 22, 2020","9,655.7","9,684.5","9,706.5","9,569.8","589.880","-0.30%"
"Feb 21, 2020","9,684.5","9,602.2","9,747.1","9,574.5","716.610","0.85%"
"Feb 20, 2020","9,602.4","9,611.9","9,681.4","9,448.9","870.800","-0.07%"
"Feb 19, 2020","9,609.4","10,158.6","10,230.9","9,424.3","905.950","-5.40%"
"Feb 18, 2020","10,158.4","9,701.5","10,230.1","9,601.6","945.910","4.71%"
"Feb 17, 2020","9,701.4","9,931.7","9,951.5","9,468.9","961.880","-2.32%"
"Feb 16, 2020","9,932.3","9,907.4","10,056.4","9,654.9","808.910","0.25%"
"Feb 15, 2020","9,907.7","10,336.0","10,369.8","9,831.7","808.810","-4.12%"
"Feb 14, 2020","10,333.0","10,235.5","10,372.4","10,125.2","732.510","0.96%"
"Feb 13, 2020","10,235.1","10,321.9","10,482.6","10,116.9","940.300","-0.80%"
"Feb 12, 2020","10,317.7","10,229.3","10,435.6","10,229.3","803.250","0.86%"
"Feb 11, 2020","10,229.5","9,854.0","10,314.1","9,725.1","791.280","3.81%"
"Feb 10, 2020","9,854.1","10,151.5","10,181.7","9,774.8","781.220","-2.93%"
"Feb 09, 2020","10,151.5","9,895.4","10,157.1","9,882.7","617.350","2.59%"
"Feb 08, 2020","9,895.5","9,817.3","9,931.2","9,673.2","551.310","0.78%"
"Feb 07, 2020","9,818.6","9,771.9","9,872.5","9,738.7","608.960","0.48%"
"Feb 06, 2020","9,772.0","9,611.8","9,854.9","9,536.1","778.670","1.67%"
"Feb 05, 2020","9,611.8","9,194.1","9,726.8","9,179.9","771.460","4.54%"
"Feb 04, 2020","9,193.9","9,296.5","9,347.5","9,193.9","651.680","-1.10%"
"Feb 03, 2020","9,296.6","9,334.6","9,582.8","9,243.1","701.390","-0.41%"
"Feb 02, 2020","9,334.9","9,381.5","9,465.4","9,183.1","683.370","-0.50%"
"Feb 01, 2020","9,381.6","9,349.3","9,458.8","9,301.5","458.420","0.35%"
"Jan 31, 2020","9,349.1","9,508.3","9,525.0","9,222.3","633.370","-1.66%"
"Jan 30, 2020","9,507.3","9,299.1","9,569.0","9,209.2","765.210","2.24%"
"Jan 29, 2020","9,298.9","9,377.3","9,428.7","9,250.9","749.880","-0.84%"
"Jan 28, 2020","9,377.3","8,866.6","9,389.5","8,866.6","954.200","5.76%"
"Jan 27, 2020","8,866.6","8,608.1","8,983.1","8,585.6","706.450","3.01%"
"Jan 26, 2020","8,607.8","8,341.6","8,607.8","8,304.9","468.340","3.19%"
"Jan 25, 2020","8,341.6","8,439.9","8,447.6","8,277.2","444.000","-1.17%"
"Jan 24, 2020","8,439.9","8,404.9","8,522.0","8,242.6","617.020","0.41%"
"Jan 23, 2020","8,405.1","8,678.5","8,687.3","8,309.6","722.670","-3.15%"
"Jan 22, 2020","8,678.5","8,733.0","8,805.4","8,610.8","509.060","-0.62%"
"Jan 21, 2020","8,732.6","8,642.0","8,770.3","8,524.0","540.200","1.05%"
"Jan 20, 2020","8,641.9","8,705.7","8,740.1","8,539.2","599.060","-0.74%"
"Jan 19, 2020","8,706.2","8,916.3","9,183.7","8,552.8","975.010","-2.36%"
"Jan 18, 2020","8,916.3","8,913.0","8,982.3","8,814.6","627.740","0.04%"
"Jan 17, 2020","8,913.1","8,726.7","9,005.1","8,675.9","794.110","2.13%"
"Jan 16, 2020","8,726.9","8,818.1","8,850.0","8,605.8","748.320","-1.04%"
"Jan 15, 2020","8,818.3","8,827.9","8,904.0","8,615.5","1.170","-0.12%"
"Jan 14, 2020","8,829.2","8,111.2","8,898.7","8,111.2","1.480","8.85%"
"Jan 13, 2020","8,111.4","8,188.3","8,196.7","8,068.4","610.660","-0.93%"
"Jan 12, 2020","8,187.6","8,023.3","8,189.9","7,973.1","595.220","2.04%"
"Jan 11, 2020","8,024.1","8,187.8","8,262.9","8,008.4","776.750","-1.99%"
"Jan 10, 2020","8,187.1","7,842.5","8,187.4","7,697.7","1.050","4.40%"
"Jan 09, 2020","7,842.4","8,060.0","8,065.9","7,779.2","786.500","-2.70%"
"Jan 08, 2020","8,059.6","8,154.2","8,436.4","7,900.8","1.190","-1.18%"
"Jan 07, 2020","8,155.7","7,759.1","8,182.0","7,754.1","1.010","5.11%"
"Jan 06, 2020","7,759.1","7,372.6","7,783.1","7,366.7","786.750","5.24%"
"Jan 05, 2020","7,372.5","7,376.8","7,501.0","7,345.6","628.140","-0.06%"
"Jan 04, 2020","7,376.8","7,345.1","7,433.1","7,291.4","523.910","0.46%"
"Jan 03, 2020","7,343.1","6,967.1","7,402.9","6,884.1","936.290","5.40%"
"Jan 02, 2020","6,967.0","7,199.7","7,209.6","6,901.4","632.780","-3.23%"
"Jan 01, 2020","7,199.8","7,196.4","7,259.4","7,180.0","420.280","0.05%"
"Dec 31, 2019","7,196.4","7,261.5","7,331.0","7,167.4","586.600","-0.90%"
"Dec 30, 2019","7,261.8","7,397.5","7,420.9","7,244.1","606.110","-1.84%"
"Dec 29, 2019","7,397.5","7,321.6","7,518.9","7,303.0","611.690","1.04%"
"Dec 28, 2019","7,321.5","7,261.9","7,375.9","7,256.5","610.960","0.82%"
"Dec 27, 2019","7,261.7","7,210.8","7,293.8","7,128.5","718.070","0.70%"
"Dec 26, 2019","7,210.9","7,225.0","7,414.3","7,177.3","795.090","-0.19%"
"Dec 25, 2019","7,224.8","7,268.3","7,542.4","7,150.9","625.410","-0.60%"
"Dec 24, 2019","7,268.3","7,322.4","7,433.2","7,185.7","785.540","-0.74%"
"Dec 23, 2019","7,322.8","7,496.2","7,684.0","7,276.2","952.160","-2.31%"
"Dec 22, 2019","7,495.8","7,156.3","7,501.1","7,142.0","677.940","4.74%"
"Dec 21, 2019","7,156.2","7,196.4","7,197.6","7,129.6","468.740","-0.56%"
"Dec 20, 2019","7,196.4","7,165.5","7,218.4","7,107.7","627.040","0.43%"
"Dec 19, 2019","7,165.5","7,276.4","7,354.0","7,039.3","778.720","-1.52%"
"Dec 18, 2019","7,276.0","6,613.5","7,387.7","6,462.2","1.140","10.02%"
"Dec 17, 2019","6,613.3","6,903.5","6,943.5","6,575.0","894.550","-4.20%"
"Dec 16, 2019","6,903.5","7,128.5","7,153.1","6,864.6","689.560","-3.16%"
"Dec 15, 2019","7,128.5","7,080.8","7,175.8","7,033.8","492.580","0.67%"
"Dec 14, 2019","7,080.8","7,255.2","7,267.4","7,043.3","524.560","-2.40%"
"Dec 13, 2019","7,255.2","7,208.4","7,288.0","7,200.3","503.490","0.65%"
"Dec 12, 2019","7,208.0","7,208.0","7,272.4","7,124.6","611.800","0.00%"
"Dec 11, 2019","7,208.0","7,235.8","7,284.4","7,168.8","518.400","-0.38%"
"Dec 10, 2019","7,235.7","7,356.2","7,400.3","7,192.1","609.500","-1.63%"
"Dec 09, 2019","7,355.8","7,524.8","7,626.0","7,321.6","648.660","-2.24%"
"Dec 08, 2019","7,524.4","7,510.8","7,576.4","7,416.7","499.040","0.18%"
"Dec 07, 2019","7,510.9","7,530.4","7,595.7","7,489.6","557.140","-0.26%"
"Dec 06, 2019","7,530.8","7,399.2","7,552.1","7,329.8","706.100","1.78%"
"Dec 05, 2019","7,399.2","7,204.6","7,476.3","7,184.0","780.780","2.70%"
"Dec 04, 2019","7,204.4","7,291.9","7,702.2","7,113.6","971.750","-1.20%"
"Dec 03, 2019","7,291.8","7,298.1","7,389.4","7,227.1","548.770","-0.09%"
"Dec 02, 2019","7,298.2","7,395.9","7,433.8","7,173.6","687.780","-1.33%"
"Dec 01, 2019","7,396.4","7,546.5","7,546.5","7,244.4","777.000","-1.99%"
"Nov 30, 2019","7,546.6","7,742.7","7,787.7","7,472.7","650.600","-2.53%"
"Nov 29, 2019","7,742.7","7,426.6","7,825.3","7,412.3","766.710","4.26%"
"Nov 28, 2019","7,426.7","7,510.6","7,639.5","7,380.6","737.580","-1.12%"
"Nov 27, 2019","7,510.6","7,162.8","7,636.9","6,875.4","996.490","4.86%"
"Nov 26, 2019","7,162.8","7,115.5","7,329.5","7,045.1","844.270","0.66%"
"Nov 25, 2019","7,115.6","6,924.7","7,352.8","6,534.8","1.290","2.76%"
"Nov 24, 2019","6,924.7","7,325.0","7,344.1","6,894.9","904.500","-5.45%"
"Nov 23, 2019","7,324.1","7,271.6","7,342.5","7,093.7","783.180","0.71%"
"Nov 22, 2019","7,272.5","7,627.9","7,700.9","6,818.5","1.410","-4.66%"
"Nov 21, 2019","7,627.9","8,099.4","8,129.6","7,519.7","891.500","-5.82%"
"Nov 20, 2019","8,099.3","8,145.7","8,223.0","8,074.2","607.270","-0.57%"
"Nov 19, 2019","8,145.7","8,207.7","8,245.6","8,032.8","654.270","-0.76%"
"Nov 18, 2019","8,208.4","8,510.3","8,516.3","8,110.4","692.600","-3.54%"
"Nov 17, 2019","8,509.8","8,497.4","8,631.7","8,413.0","531.220","0.15%"
"Nov 16, 2019","8,497.3","8,476.2","8,532.8","8,450.7","471.160","0.25%"
"Nov 15, 2019","8,476.3","8,660.8","8,761.8","8,437.1","653.710","-2.13%"
"Nov 14, 2019","8,661.2","8,782.9","8,799.8","8,615.8","515.430","-1.39%"
"Nov 13, 2019","8,783.1","8,813.2","8,829.7","8,721.1","454.330","-0.33%"
"Nov 12, 2019","8,812.6","8,737.4","8,841.2","8,615.7","575.160","0.87%"
"Nov 11, 2019","8,736.9","9,036.9","9,066.4","8,649.4","601.160","-3.32%"
"Nov 10, 2019","9,036.8","8,804.7","9,092.9","8,763.5","581.570","2.64%"
"Nov 09, 2019","8,804.5","8,778.1","8,877.5","8,746.9","512.020","0.30%"
"Nov 08, 2019","8,778.2","9,223.6","9,254.8","8,722.4","791.790","-4.83%"
"Nov 07, 2019","9,223.5","9,339.2","9,367.0","9,130.0","603.540","-1.24%"
"Nov 06, 2019","9,338.9","9,311.2","9,424.6","9,262.7","578.030","0.30%"
"Nov 05, 2019","9,310.8","9,396.1","9,452.7","9,193.9","653.420","-0.91%"
"Nov 04, 2019","9,396.4","9,198.7","9,500.4","9,134.1","681.010","2.15%"
"Nov 03, 2019","9,198.3","9,300.5","9,359.1","9,095.0","536.560","-1.10%"
"Nov 02, 2019","9,300.6","9,230.3","9,356.7","9,201.2","570.740","0.76%"
"Nov 01, 2019","9,230.1","9,153.1","9,270.4","9,057.2","689.650","0.85%"
"Oct 31, 2019","9,152.6","9,157.9","9,378.9","8,959.6","798.930","-0.06%"
"Oct 30, 2019","9,157.9","9,411.3","9,411.3","9,018.4","789.730","-2.69%"
"Oct 29, 2019","9,411.3","9,206.5","9,531.3","9,125.3","918.480","2.22%"
"Oct 28, 2019","9,207.2","9,530.1","9,866.9","9,202.5","1.040","-3.38%"
"Oct 27, 2019","9,529.6","9,230.6","9,773.2","9,081.0","1.160","3.24%"
"Oct 26, 2019","9,230.6","8,658.4","10,540.0","8,061.8","1.780","6.61%"
"Oct 25, 2019","8,658.3","7,422.8","8,697.7","7,404.9","1.180","16.65%"
"Oct 24, 2019","7,422.7","7,476.8","7,501.5","7,366.3","586.490","-0.73%"
"Oct 23, 2019","7,477.0","8,031.0","8,055.0","7,329.2","892.080","-6.90%"
"Oct 22, 2019","8,031.4","8,207.4","8,289.1","8,017.7","570.390","-2.15%"
"Oct 21, 2019","8,208.2","8,224.1","8,315.3","8,155.7","489.400","-0.18%"
"Oct 20, 2019","8,223.4","7,957.4","8,288.5","7,889.6","513.910","3.34%"
"Oct 19, 2019","7,957.3","7,948.3","8,060.2","7,892.4","428.830","0.11%"
"Oct 18, 2019","7,948.5","8,073.3","8,116.4","7,842.0","505.790","-1.55%"
"Oct 17, 2019","8,073.3","8,000.4","8,118.2","7,944.4","444.950","0.91%"
"Oct 16, 2019","8,000.4","8,167.1","8,185.9","7,929.8","538.920","-2.04%"
"Oct 15, 2019","8,167.2","8,353.4","8,400.2","8,139.5","469.730","-2.23%"
"Oct 14, 2019","8,353.3","8,281.3","8,374.3","8,222.2","505.020","0.87%"
"Oct 13, 2019","8,281.5","8,304.3","8,450.2","8,190.6","419.870","-0.28%"
"Oct 12, 2019","8,304.4","8,267.6","8,394.8","8,260.9","424.020","0.44%"
"Oct 11, 2019","8,267.8","8,562.2","8,751.1","8,249.7","667.860","-3.44%"
"Oct 10, 2019","8,562.3","8,566.8","8,638.5","8,438.7","511.460","-0.05%"
"Oct 09, 2019","8,566.7","8,180.1","8,655.9","8,122.7","636.430","4.69%"
"Oct 08, 2019","8,182.9","8,198.5","8,323.1","8,118.1","469.040","-0.19%"
"Oct 07, 2019","8,198.6","7,882.6","8,293.5","7,797.0","604.740","4.02%"
"Oct 06, 2019","7,881.9","8,127.3","8,145.5","7,834.9","448.800","-3.02%"
"Oct 05, 2019","8,127.3","8,148.0","8,185.1","8,030.6","360.920","-0.25%"
"Oct 04, 2019","8,148.1","8,227.6","8,233.6","8,041.4","416.920","-0.96%"
"Oct 03, 2019","8,226.9","8,363.6","8,391.7","8,090.1","460.970","-1.64%"
"Oct 02, 2019","8,364.1","8,302.7","8,374.0","8,167.7","405.860","0.74%"
"Oct 01, 2019","8,302.7","8,285.0","8,486.2","8,187.9","533.950","0.22%"
"Sep 30, 2019","8,284.3","8,048.9","8,318.5","7,749.0","600.260","2.92%"
"Sep 29, 2019","8,049.1","8,208.0","8,226.8","7,922.1","418.480","-1.94%"
"Sep 28, 2019","8,208.5","8,184.5","8,297.2","8,031.1","457.790","0.29%"
"Sep 27, 2019","8,184.9","8,063.8","8,257.4","7,882.1","561.400","1.50%"
"Sep 26, 2019","8,063.8","8,432.5","8,463.1","7,773.6","731.030","-4.37%"
"Sep 25, 2019","8,432.4","8,512.3","8,729.8","8,245.1","696.110","-0.96%"
"Sep 24, 2019","8,513.9","9,702.7","9,793.8","8,069.4","933.160","-12.25%"
"Sep 23, 2019","9,702.2","10,031.3","10,048.8","9,656.3","431.100","-3.28%"
"Sep 22, 2019","10,031.6","9,993.0","10,075.0","9,870.9","337.060","0.39%"
"Sep 21, 2019","9,993.0","10,172.8","10,177.9","9,939.8","326.170","-1.77%"
"Sep 20, 2019","10,172.7","10,251.5","10,279.5","10,088.6","362.070","-0.76%"
"Sep 19, 2019","10,250.5","10,164.6","10,297.6","9,707.6","542.250","0.84%"
"Sep 18, 2019","10,164.7","10,195.7","10,257.5","10,119.3","318.820","-0.30%"
"Sep 17, 2019","10,195.7","10,254.6","10,273.6","10,153.5","321.640","-0.58%"
"Sep 16, 2019","10,255.5","10,311.3","10,360.5","10,108.5","372.530","-0.54%"
"Sep 15, 2019","10,311.5","10,337.3","10,360.4","10,272.0","255.790","-0.25%"
"Sep 14, 2019","10,337.3","10,342.2","10,421.4","10,253.7","326.440","-0.05%"
"Sep 13, 2019","10,342.1","10,415.2","10,441.4","10,174.1","365.520","-0.70%"
"Sep 12, 2019","10,415.1","10,162.4","10,447.9","10,051.0","413.220","2.49%"
"Sep 11, 2019","10,162.5","10,104.9","10,257.5","9,908.9","413.060","0.57%"
"Sep 10, 2019","10,105.4","10,308.7","10,379.8","9,970.7","383.220","-1.98%"
"Sep 09, 2019","10,309.0","10,402.1","10,478.0","10,095.7","473.760","-0.90%"
"Sep 08, 2019","10,402.8","10,461.6","10,578.0","10,266.3","339.730","-0.56%"
"Sep 07, 2019","10,461.1","10,306.9","10,556.4","10,302.3","393.570","1.47%"
"Sep 06, 2019","10,309.3","10,566.7","10,896.2","10,227.4","643.020","-2.44%"
"Sep 05, 2019","10,566.9","10,567.8","10,630.7","10,469.9","402.090","-0.01%"
"Sep 04, 2019","10,568.2","10,611.6","10,783.6","10,388.6","504.450","-0.42%"
"Sep 03, 2019","10,612.3","10,348.1","10,756.8","10,283.5","578.790","2.55%"
"Sep 02, 2019","10,348.8","9,728.8","10,431.5","9,720.3","542.790","6.37%"
"Sep 01, 2019","9,729.3","9,594.7","9,799.5","9,533.6","322.660","1.41%"
"Aug 31, 2019","9,594.4","9,585.5","9,677.5","9,457.3","311.490","0.09%"
"Aug 30, 2019","9,585.4","9,494.1","9,675.7","9,370.2","413.920","0.99%"
"Aug 29, 2019","9,491.0","9,729.1","9,729.1","9,343.0","509.130","-2.45%"
"Aug 28, 2019","9,729.4","10,184.7","10,271.3","9,629.6","580.290","-4.47%"
"Aug 27, 2019","10,184.8","10,372.2","10,387.6","10,060.2","419.810","-1.80%"
"Aug 26, 2019","10,371.8","10,136.0","10,568.2","10,136.0","568.770","2.32%"
"Aug 25, 2019","10,136.3","10,132.1","10,307.0","9,935.2","422.530","0.05%"
"Aug 24, 2019","10,131.0","10,389.4","10,415.9","9,917.5","463.850","-2.48%"
"Aug 23, 2019","10,388.7","10,104.9","10,434.3","9,921.4","436.260","2.81%"
"Aug 22, 2019","10,105.0","10,141.1","10,218.2","9,777.0","520.750","-0.36%"
"Aug 21, 2019","10,141.5","10,753.3","10,797.8","9,908.0","717.650","-5.68%"
"Aug 20, 2019","10,752.6","10,911.2","10,941.6","10,581.0","515.470","-1.45%"
"Aug 19, 2019","10,910.7","10,312.8","10,923.9","10,267.8","519.010","5.80%"
"Aug 18, 2019","10,312.7","10,219.3","10,494.9","10,086.7","441.110","0.93%"
"Aug 17, 2019","10,218.1","10,335.5","10,460.7","10,016.3","497.770","-1.14%"
"Aug 16, 2019","10,335.6","10,300.9","10,734.0","9,788.6","798.670","0.31%"
"Aug 15, 2019","10,303.4","10,053.3","10,448.2","9,580.1","930.050","2.53%"
"Aug 14, 2019","10,049.4","10,894.2","10,894.5","9,965.5","745.590","-7.74%"
"Aug 13, 2019","10,892.9","11,395.0","11,445.6","10,793.2","540.780","-4.40%"
"Aug 12, 2019","11,394.2","11,505.1","11,508.6","11,267.3","391.080","-1.07%"
"Aug 11, 2019","11,517.2","11,314.6","11,728.4","11,146.1","435.830","1.79%"
"Aug 10, 2019","11,314.5","12,090.5","12,185.0","11,281.6","570.740","-6.41%"
"Aug 09, 2019","12,089.8","12,190.0","12,225.3","11,885.0","558.720","-0.84%"
"Aug 08, 2019","12,191.6","12,015.9","12,236.6","11,727.0","592.150","1.48%"
"Aug 07, 2019","12,013.9","11,481.0","12,114.5","11,406.4","702.850","4.64%"
"Aug 06, 2019","11,480.9","11,817.6","12,291.9","11,237.0","807.580","-2.84%"
"Aug 05, 2019","11,816.8","10,934.8","11,922.3","10,934.8","769.630","8.07%"
"Aug 04, 2019","10,934.6","10,816.1","11,017.7","10,568.8","585.710","1.10%"
"Aug 03, 2019","10,815.7","10,519.9","10,893.6","10,504.5","508.750","2.81%"
"Aug 02, 2019","10,520.1","10,380.5","10,664.8","10,330.5","578.290","1.35%"
"Aug 01, 2019","10,380.0","10,081.9","10,459.0","9,890.6","608.370","2.96%"
"Jul 31, 2019","10,082.0","9,580.3","10,100.0","9,562.4","589.840","5.23%"
"Jul 30, 2019","9,580.7","9,580.0","9,703.0","9,483.0","511.510","-0.00%"
"Jul 29, 2019","9,580.9","9,728.5","9,835.4","9,502.5","510.900","-1.51%"
"Jul 28, 2019","9,727.8","9,491.1","9,798.5","9,401.1","518.590","2.48%"
"Jul 27, 2019","9,492.1","9,830.4","10,232.3","9,389.1","661.890","-3.45%"
